label,message
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*"
ham,"Haha yeah, 2 oz is kind of a shitload"
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
spam,Missed call alert. These numbers called but left no message. 07008009200
ham,Pls dont forget to study
ham,I'm awake oh. What's up.
ham,Hanging out with my brother and his family
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
spam,Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
ham,"Alright, we're all set here, text the man"
ham,Great! So what attracts you to the brothas?
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
ham,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?
ham,ÌÏ mean it's confirmed... I tot they juz say oni... Ok then...
ham,"Sorry, I'll call later"
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
ham,I sent you bucks
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
ham,"K, can that happen tonight?"
ham,Pls help me tell Ashley that i cant find her number oh
ham,Tension ah?what machi?any problem?
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
ham,Yes when is the appt again?
ham,K:)i will give my kvb acc details:)
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+
ham,Ok then u tell me wat time u coming later lor.
ham,Ard 530 lor. I ok then message Ì_ lor.
ham,Yes I know the cheesy songs from frosty the snowman :)
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
ham,Oh ok wait 4 me there... My lect havent finish
spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
ham,Lol no ouch but wish i'd stayed out a bit longer
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)"
ham,Old Orchard near univ. How about you?
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
ham,U GOIN OUT 2NITE?
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p"
ham,I will reach ur home in minutes
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."""
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
ham,"Princess, i like to make love times per night. Hope thats not a problem!"
ham,I dont thnk its a wrong calling between us
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
ham,Apps class varaya elaya.
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola"
ham,Wherre's my boytoy ? :-(
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
ham,Ok ill tell the company
ham,Me fine..absolutly fine
ham,"Yep, by the pretty sculpture"
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone
ham,No i am not having not any movies in my laptop
ham,10 min later k...
ham,How long does applebees fucking take
ham,And pls pls drink plenty plenty water
ham,I emailed yifeng my part oredi.. Can Ì_ get it fr him..
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04
ham,Ok lor...
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
ham,No did you check? I got his detailed message now
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...
ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
ham,"Bill, as in: Are there any letters for me. i‰Ûªm expecting one from orange that isn‰Ûªt a bill but may still say orange on it."
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
ham,Yes princess! I want to please you every night. Your wish is my command...
ham,Just send a text. We'll skype later.
ham,Erm. I thought the contract ran out the4th of october.
ham,Yes. Rent is very expensive so its the way we save.
ham,Where @
ham,So when do you wanna gym harri
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter"
ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
ham,Later i guess. I needa do mcat study too.
ham,at bruce b downs & fletcher now
ham,You do your studies alone without anyones help. If you cant no need to study.
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!"""
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
ham,Oh did you charge camera
ham,Lol well don't do it without me. We could have a big sale together.
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154"
ham,"Watching cartoon, listening music & at eve had to go temple & church.. What about u?"
ham,Oh ok no prob..
ham,Call him and say you not coming today ok and tell them not to fool me like this ok
ham,Maybe i could get book out tomo then return it immediately ..? Or something.
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
ham,Ok leave no need to ask
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den..."
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
ham,No message..no responce..what happend?
ham,Ok thanx...
ham,K..k:)how about your training process?
ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn"""
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
ham,U having lunch alone? I now so bored...
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
ham,K..k...from tomorrow onwards started ah?
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
ham,If You mean the website. Yes.
ham,Yes watching footie but worried we're going to blow it - Phil Neville?
ham,Its a great day. Do have yourself a beautiful one.
ham,Please tell me you have some of that special stock you were talking about
ham,Sent me ur email id soon
ham,Hi my email address has changed now it is
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
ham,"Mah b, I'll pick it up tomorrow"
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
ham,Shopping lor. Them raining mah hard 2 leave orchard.
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
ham,K. Did you call me just now ah?
ham,"Cool, text me when you're parked"
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
ham,I thk Ì_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present.
ham,Sorry da thangam.it's my mistake.
ham,"I'm taking derek & taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
ham,Where u been hiding stranger?
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
ham,Orh i tot u say she now still dun believe.
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.
ham,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\"""""
ham,I'm still pretty weak today .. Bad day ?
ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY /7 NEVER STUDY just to be safe
ham,I'll talk to the others and probably just come early tomorrow then
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
ham,Mom wants to know where you at
ham,Oh thanks a lot..i already bought 2 eggs ..
ham,Havent.
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML"
ham,"Ah, well that confuses things, doesn‰Û÷t it?"
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
ham,Oh yeah clearly it's my fault
ham,I want to sent mesages today. Thats y. Sorry if i hurts
ham,"K I'll head out in a few mins, see you there"
ham,Going to take your babe out ?
ham,I wont touch you with out your permission.
ham,"As usual..iam fine, happy & doing well..:)"
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
ham,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)"""
ham,Sen told that he is going to join his uncle finance in cbe
ham,How much did ur hdd casing cost.
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
ham,Sent me de webadres for geting salary slip
ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!"
ham,"GOD ASKED, \What is forgiveness?\"" A little child gave lovely reply"
ham,What's nannys address?
ham,She told to hr that he want posting in chennai:)because i'm working here:)
ham,Are you the cutest girl in the world or what
ham,The basket's gettin full so I might be by tonight
ham,Just curious because my cuz asked what I was up to
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
